P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,ESI,Gravitational_Retention,Habitability_Score
563,8,17,0.857142857142847,258,0.6550323202396429,1,0.5742453976263899,0.009790060041165177,0.04233717189454523,0.9365384615384614,0.3997965084455435,0.6502839820202795,434,76,481,60,0.5552653785053847,0.7278712688868848,1173,695,0.300414968125412,0.02439928613163177,0.4567369093231162,0.5047619047619046,0.12291169451073986,0.8225108225108225,0.3622362544278454,0.642299349240781,0.5248868778280544,0.8284673164312375,0.6912049307920298,0.39904932307299656,0.044555603321110686,0.014618378385172376,0.04736206227272485,0.02170299799660775,0.0629714381253171,0.04370379661897593,9.441077713987421e-06,0.048672764184125326,0.16648094670691096,0,4,1173,695,0.02241482186982833,0.1455626122293602,0.002387541636849498,0.6859216837601603,0.0,0.0,0,0.0,12,11,37,0.31590204375456443,0.8630403664133328,0.1263608175018258
1223,8,39,0.5714285714285694,88,0.28991600327963407,3,0.5929352396972245,0.011576128293979068,0.04360840573716309,0.11538461538461536,0.28388359767916604,0.28311090978779746,911,687,718,146,0.4603770251516492,0.3767748499961844,912,3350,0.40057541089038595,0.019937840230011394,0.35376756066411247,0.2761904761904762,0.07875894988066824,0.8831168831168831,0.7689819805944863,0.48546637744034715,0.6515837104072397,0.5365305218671184,0.2963460954391557,0.16539367305612762,0.017846486053841346,0.025025740746398586,0.04368690379980506,0.04099180967902401,0.04622501350392358,0.043628053115403374,1.4731976791857148e-06,0.030669498396257208,0.054053441491689176,0,5,912,3350,0.004221752120351715,0.060508123854887824,0.0006558145522711654,0.6356785312213753,0.0,0.0,0,0.0,28,27,21,0.2689538811044638,1.3595080568803528,0.10758155244178552
5037,9,59,0.952380952380949,266,0.0017762570727353688,1,0.08737501168115129,6.446745117494343e-06,0.0002042449040472696,0.5769230769230769,0.5353502179806684,0.30473187219066866,3704,705,718,235,0.027152552430985986,0.8605221782946526,47,2777,0.6178894613228744,0.0140749793186433,0.09786079182630908,0.16666666666666666,0.034606205250596656,0.5281385281385281,0.09902972431849684,0.2288503253796096,0.8054298642533935,0.08854380564351556,0.010592525064350348,0.03551579584985694,0.023361399706171106,1.8378152431668463e-05,0.000215046846688953,0.00013402164672483776,0.00027446847560144244,0.00020702919524451737,0.0033035486896430713,0.23228570679544253,0.22260865044194525,4,6,47,2777,0.0002540712580679754,0.01179561745555162,2.7981194015402616e-05,0.2210407323346752,0.0,0.0,1,0.0,17,16,10,0.6179827692519388,1.1896773717721985,0.24719310770077554
5341,9,21,0.7619047619047592,253,0.04960348486486339,1,0.46537706756377906,6.36340230677432e-05,0.0013932722915091752,0.5576923076923076,0.5607866622877347,0.4311996933691069,3939,705,718,152,0.16966105682248434,0.6221180693340931,326,388,0.41049842689186944,0.03034490139476226,0.3119412515964241,0.4666666666666667,0.13842482100238662,0.6147186147186148,0.0006930540582165408,0.5336225596529285,0.5701357466063348,0.24027055583626195,0.0639557517946878,0.044695775157329566,0.006074710176632464,0.00029268566148687005,0.0014533603923418696,0.0009806445419137742,0.001805901887511893,0.0014087265160100766,0.0023851857179178477,0.214044925183941,0.20743284364609546,0,5,326,388,0.007055083875014297,0.07957928710389872,0.000483751594214166,0.0,0.0,0.0,1,0.0,77,77,9,0.33745178827085104,2.3076466616957574,0.1349807153083404
938,9,59,0.952380952380949,261,0.006471413836824547,1,0.10732641809176713,0.00012524753007006132,0.0024695836115922972,0.19103846153846155,0.5660510403183743,0.5439126798843166,704,431,155,43,0.15155047064172622,0.2567568276933059,286,3857,0.296073710643613,0.017207235871596255,0.49058109833971913,0.4666666666666667,0.11217183770883055,0.4588744588744589,0.19143693208070228,0.583297180043384,0.6696832579185519,0.16736482446008305,0.03276384756117137,0.09152819664794046,0.049787412406168643,0.00036733958749946065,0.0024695166562021965,0.0024718154527857013,0.0024673517604119543,0.002469566853301499,0.0012594899884293754,0.18489809439208924,0.22809628119422284,2,3,286,3857,0.011970739355717649,0.10508780923470856,0.0033607968565742773,0.550671288530469,0.0,0.0,1,0.0,35,35,60,0.6255153541738405,0.8166120307534077,0.2502061416695362
5493,9,53,0.5238095238095184,289,0.0457258512355799,1,0.5951312961405476,9.584740822198484e-06,0.00037399699649817453,0.0,0.5305205133654027,0.5570882260705947,4078,512,718,91,0.8764550746475613,0.42706683501759557,3917,3195,0.45211307524809086,0.06336449517242176,0.42576628352490425,0.4714285714285714,0.12410501193317422,0.5229437229437229,0.730478977360234,0.5731019522776574,0.5972850678733028,0.2020562777580141,0.04632570684437307,0.025143375532468364,0.0026306145342690646,0.00011304754929488499,0.000373929900449888,0.0003762335262869892,0.00037176045670144116,0.00037398020300198447,0.041992389685103736,0.4503292663345792,0.469875793921699,0,4,3917,3195,0.010740368423047451,0.09929027100581714,0.0016735886768001404,0.8075715320182082,0.0,0.0,1,0.0,3,4,83,0.2294753107262398,3.441529363522913,0.09179012429049593
332,9,14,0.3333333333333286,289,0.015261722916189428,1,0.5066348939351462,1.433436650543584e-05,0.0004364569526321321,0.16153846153846155,0.5575668592108907,0.5074218613888986,236,705,718,169,0.7120087364000492,0.696765579399025,1440,562,0.5644292126148821,0.045733277026049825,0.2725095785440614,0.30952380952380953,0.06801909307875895,0.6147186147186148,0.9537963961188972,0.41453362255965304,0.7149321266968327,0.11966022214133244,0.01791139858303966,0.010999832238637021,0.001321033038588358,9.292137975694409e-05,0.000438061236770227,0.00039889872750116057,0.00047401534582688936,0.00043685897241918807,0.00590072206305501,0.27368172852342376,0.2667133435708921,0,5,1440,562,0.001975363220458887,0.03996331053120009,0.00027718311475559594,0.7126733493996655,0.0,0.0,1,0.0,39,39,34,0.2984563218816746,4.707233004767943,0.11938252875266984
1187,9,59,0.8095238095238102,289,0.0017591837754114081,1,0.08644051957760956,1.0302871767373617e-05,0.00037798019587171054,0.14423076923076922,0.5197341730579759,0.6729328548033032,883,653,346,69,0.41381551524468846,0.36513314657964313,821,3396,0.27498723962161054,0.012262164397984505,0.4417305236270754,0.4285714285714286,0.10381861575178997,0.5437229437229437,0.3531495456645618,0.5535791757049893,0.6380090497737558,0.08852298226832053,0.010588253333140512,0.03583857076129055,0.02379001881939596,3.4553593952784924e-05,0.0003790810504995264,0.0003490715572878046,0.0004068889638146376,0.0003782559303043226,0.0335756104008395,0.42514914581087715,0.4433817106729033,4,4,821,3396,0.008725504472070243,0.0890271500885928,0.0019334596746167975,0.6313630375093116,0.0,0.0,1,0.0,41,41,84,0.49512548818070334,1.1789941043547358,0.19805019527228135
5545,9,34,0.3333333333333286,289,0.11006940149019642,1,0.6401738155312586,1.0675061930989618e-05,0.0004308635237246135,0.0,0.5575668592108907,0.768755008885327,4125,705,718,34,0.30608978832291756,0.8434196766909146,590,2758,0.4538496030483504,0.07791375729632477,0.5269795657726692,0.4666666666666667,0.15155131264916466,0.4935064935064935,0.16063452949330048,0.6542299349240782,0.5384615384615383,0.31127270153294284,0.10420250310301164,0.053454869428262296,0.005285037844778313,0.000174670868462281,0.00043079643149327373,0.0004330999262821619,0.00042862711115971566,0.0004308467311837685,0.07668030272257595,0.524188310084386,0.5494707178993009,0,3,590,2758,0.025444379849586474,0.15540335755258283,0.00497665803253281,0.5215855653042767,0.0,0.0,1,0.0,50,50,48,0.2086025480480277,2.4686646121495412,0.08344101921921109
446,9,15,0.5714285714285694,289,0.024719785727191735,1,0.5082235305111671,8.55874965823044e-06,0.00026975582140351,0.0,0.5480684401342015,0.3099106240635562,347,705,718,230,0.24423561253790788,0.3945592095606375,479,3282,0.7161893385875703,0.04802355649915249,0.10025542784163471,0.21428571428571427,0.04653937947494033,0.7012987012987013,0.6226705683043277,0.2993492407809111,0.7647058823529411,0.1568182746469265,0.029101740767053647,0.018253366504598408,0.002230327304411733,8.508670226851631e-05,0.0002696887183584358,0.00027199258441804367,0.00026751904838001394,0.00026973902615609114,0.004121492109148453,0.25016627201791297,0.23533000459235162,0,6,479,3282,0.0005643104077018968,0.01940775458644623,3.147548285019594e-05,0.5273680096182709,0.0,0.0,1,0.0,47,47,33,0.3076828428616328,3.716016783735801,0.12307313714465312
