P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,ESI,Gravitational_Retention,Habitability_Score
2113,9,27,0.3333333333333286,288,0.0004542960513658443,1,0.06961966171385851,2.7024386733732614e-05,0.0007339256718047113,0.08653846153846152,0.5710900321336347,0.40171260322659325,1592,705,718,293,0.8253889704028429,0.7484270058002377,3621,1249,0.6400922096261937,0.1860037833866517,0.40980204342273313,0.3999999999999999,0.10501193317422433,0.5627705627705628,0.6534729708917295,0.5639913232104122,0.6244343891402715,0.041888126517027516,0.003123426889339144,0.01296409354734981,0.010673392030200193,4.40725463950223e-05,0.0007346394595929384,0.0007014567900447766,0.0007663946988548767,0.0007341042306256743,0.010852968564326786,0.3197319223489261,0.3227093805802568,5,4,3621,1249,0.009748063995484878,0.09436835526015602,0.0013410287688005332,0.725192922038884,0.0,0.0,1,0.0,30,30,75,0.5873192645067893,1.7519912997473228,0.23492770580271571
900,8,29,0.7619047619047592,100,0.0019982099379468573,3,0.11634426689094476,5.976817756054157e-05,0.0011958073012892007,0.23076923076923073,0.565622806509154,0.04782396599184638,676,392,149,121,0.14316420884405545,0.16640232972501323,270,4007,0.27622761662179607,0.008667368579378807,0.3726053639846744,0.32380952380952377,0.08711217183770882,0.5281385281385281,0.29524102880024644,0.4928416485900218,0.6244343891402715,0.08170535243317367,0.00923475722964458,0.02391835251339297,0.012310218738373326,0.00011746708318295249,0.0012046185581545328,0.0010500707041731564,0.0013415445505405399,0.0011980206895412747,0.002007311487007615,0.20770269137022773,0.19446817588616658,4,4,270,4007,0.0045675451368111615,0.06312238704794768,0.000842307232939915,0.5460877052524593,0.0,0.0,1,0.0,69,69,51,0.5869600331098248,1.633191549680308,0.23478401324392995
473,8,29,0.3333333333333286,22,0.0058201894960391905,2,0.2303523035230352,0.00032454393184961277,0.004139984880792166,0.2288461538461538,0.5768856776719538,0.9582215408202376,371,5,549,69,0.06715523793389158,0.15369590590124393,149,4031,0.23777592961604746,0.010317740843799352,0.4493933588761176,0.4476190476190476,0.11097852028639618,0.5974025974025974,0.33004774372401047,0.5754880694143168,0.6334841628959273,0.1061179866834672,0.014496260272618505,0.019678933551431608,0.005352534427691267,0.0005284265508565345,0.004169495244080308,0.0036451184424565936,0.004634853533532884,0.0041473970717669575,0.0004205040605339984,0.13913409885909478,0.17259489996018104,2,4,149,4031,0.011016509556278226,0.10061915960673773,0.002127663487678846,0.6330985025792026,0.0,0.0,1,0.0,42,42,46,0.5178300196349745,2.45356736031687,0.20713200785398983
767,8,40,0.6666666666666572,73,0.0022299189730577516,3,0.12475469582282028,4.42637821125964e-05,0.000969358179457539,0.21346153846153845,0.5682759242444735,0.8340882957594341,579,269,665,175,0.7938484668581439,0.440935921749963,2123,3147,0.3053764761261537,0.007084970004801546,0.2929438058748404,0.319047619047619,0.07159904534606205,0.5541125541125541,0.33004774372401047,0.4338394793926248,0.6561085972850678,0.08406479210636511,0.009693014356907425,0.02353988721477767,0.0113766033696774,0.00010043729774307255,0.0009754925414668084,0.0008598557318924332,0.0010788611170190658,0.0009708980642041843,0.0016084091114546837,0.19635885489299354,0.18148275207931477,4,5,2123,3147,0.002430221439147585,0.04481253948696802,0.00035065652025178775,0.5306053380723443,0.0,0.0,1,0.0,4,3,25,0.5841431012320056,1.6978646023380022,0.23365724049280226
194,8,63,0.5238095238095184,183,0.0007299078510240662,3,0.057938510419586954,3.0032390274175322e-05,0.000572902718406449,0.18076923076923077,0.5680601974383246,0.3658664064949998,147,123,136,228,0.011922145311787976,0.7607118942030988,18,1610,0.284910255623094,7.875692030012552e-05,0.0815772669220945,0.12380952380952381,0.02386634844868735,0.23376623376623373,0.35653780994917605,0.17895878524945774,0.8506787330316743,0.06337527649854821,0.006040944687432368,0.02891739875930196,0.026930974019714747,5.3263677163693474e-05,0.0005755314652258999,0.0005177808605223654,0.0006280248229472392,0.0005735618517721988,0.0002920471206079433,0.12677253593881133,0.10182646678557661,5,6,18,1610,0.00013951531045524,0.007893155650280483,1.9893616813820432e-05,0.32392619942993256,0.0,0.0,1,0.0,0,0,2,0.831147144151351,1.1086034632631199,0.33245885766054045
250,8,49,0.6190476190476204,46,0.0005933214724323811,3,0.04999532753948229,6.771351776828344e-06,0.00020848235018932915,0.0,0.43611588715234184,0.44022788250461686,180,705,607,228,0.7193943143600632,0.569271641445829,1453,214,0.45571016854862856,0.004297065272097234,0.09993614303959136,0.18095238095238095,0.036992840095465385,0.38961038961038963,0.49775142461111965,0.23709327548806947,0.8054298642533935,0.0598805195184178,0.005505693230584694,0.02976404632203388,0.031135791570443407,1.8191360446431826e-05,0.000208415243031509,0.00021071925029507817,0.0002062454400740043,0.00020846555391252955,0.0033219656153605443,0.23681022634967072,0.2277879187086678,5,6,1453,214,0.0002795482697953867,0.012545789609090698,2.9608557774363567e-05,0.39948742181448843,0.0,0.0,1,0.0,58,58,67,0.709624443441118,1.0315022462668362,0.2838497773764472
1600,9,21,0.7619047619047592,104,0.000817713380118721,0,0.06307821698906643,6.385296431516422e-06,0.00026745087104942895,0.02115384615384615,0.5044401084429677,0.5204362521342207,1189,705,718,293,0.9781709028140766,0.46091786089024517,4111,3063,0.5676541928153642,0.10696108433944033,0.40166028097062584,0.41428571428571426,0.12171837708830546,0.6961038961038961,0.4658863391344525,0.5570498915401303,0.5475113122171946,0.06516547243808207,0.006324266846280323,0.0281853213715833,0.024512699077411475,2.0274944984696382e-05,0.00026738376784964384,0.0002696876392209815,0.000265214092868891,0.00026743407576328745,0.0645059078926576,0.5018326745677976,0.5311622988406671,4,4,4111,3063,0.009053880347750107,0.09077485701810435,0.0012405201873850835,0.6205085378394604,0.0,0.0,1,0.0,3,4,83,0.5045549835038977,1.1616152075304125,0.2018219934015591
225,8,29,0.5714285714285694,57,0.0051348185606059134,3,0.2130641996075133,0.0003242147660856868,0.0030285027577299497,0.2115384615384615,0.5708453270997946,0.19948430258894037,165,705,718,244,0.18583789680503163,0.35890741321781644,364,3421,0.5239929224088369,0.004888407448759407,0.05906768837803328,0.14285714285714285,0.026252983293556086,0.5454545454545454,0.15139380871707991,0.17830802603036883,0.809954751131222,0.10295028361622474,0.01374854282637327,0.020123566737539973,0.00590176886458247,0.0005115328821144899,0.0030469839056042137,0.002693496951723664,0.003363510062804517,0.0030331415214855167,1.1508135369495335e-05,0.054063961977944955,0.04104392257747642,2,6,364,3421,0.00013838591141993904,0.007848772835505571,1.4429572186717876e-05,0.35068506479802947,0.0,0.0,0,0.0,35,35,60,0.49622384022932503,2.3402117441230557,0.19848953609173003
1397,9,21,0.7142857142857082,205,0.0011177156045254581,0,0.0784973366975049,9.487472074355647e-06,0.00030594361145669846,0.22538461538461538,0.5495173515187812,0.5373436356667479,1041,705,718,221,0.5247186311775546,0.48956933148584136,1110,2974,0.6428210390266017,0.03646455822886596,0.15980204342273313,0.2523809523809524,0.05369928400954653,0.7099567099567099,0.3534575696904359,0.31713665943600877,0.751131221719457,0.0706502381900868,0.007230843575273353,0.02668200245844,0.019352717555741306,3.0533028252654814e-05,0.0003058765108405904,0.0003081802935058809,0.00030370691939891594,0.00030592681681722647,0.003983649240188558,0.24801142748011382,0.24061007051915587,4,6,1110,2974,0.0006866832706963633,0.021822202656165725,7.135246186049328e-05,0.4784830563711839,0.0,0.0,1,0.0,85,85,82,0.6230580474952201,1.3060464727166252,0.24922321899808805
246,8,40,0.904761904761898,215,0.001383571234284274,3,0.09111298009531818,3.9556235403587227e-05,0.0006491767489635208,0.0,0.5611472802323412,0.44208857451479144,176,705,718,259,0.6653736674526044,0.7106773341517912,1362,584,0.5692666829156053,0.003621262170182979,0.04597701149425287,0.09047619047619049,0.01670644391408115,0.5108225108225108,0.5456645618358231,0.11214750542299351,0.8597285067873299,0.07446542478089307,0.007895726680275198,0.025530713937561816,0.01630082753433565,8.949069135068166e-05,0.0006491096713856161,0.00065141266307436,0.0006469408248475177,0.0006491599600902898,0.0001130367984008762,0.09925665685361196,0.07032870817436554,4,6,1362,584,5.617779274844639e-05,0.004050190871613291,9.371712958572738e-06,0.3274627297197337,0.0,0.0,1,0.0,26,26,52,0.7824869377833663,1.4218199532551739,0.31299477511334656
3322,9,27,0.3809523809523796,288,0.00033234392762326826,1,0.029997196523689373,5.156477401344849e-05,0.001138178033757191,0.18076923076923077,0.5573736710262802,0.5052266629499286,2575,705,718,293,0.7991994490363903,0.7509208261666873,2333,1317,0.5652354576650026,0.08077964376001526,0.3829821200510856,0.3857142857142857,0.0883054892601432,0.5887445887445888,0.4301555521330664,0.5021691973969632,0.6606334841628958,0.052625859603474864,0.004469904986491093,0.035621268312712485,0.05388764829150035,5.9199951729986934e-05,0.0011433042338440545,0.0010299191503864917,0.0012464374015596685,0.0011394633355714804,0.0024320104443923602,0.21835700309538295,0.2066642992420805,5,4,2333,1317,0.005045483800681387,0.0665786421447599,0.0009918954746196377,0.6335510232254276,0.0,0.0,1,0.0,51,51,49,0.7858851027226104,0.7850393157922505,0.3143540410890442
730,8,1,0.2380952380952408,99,0.005381161850565917,3,0.21913839828053452,4.5377494894239903e-05,0.001149195393726546,0.3846153846153846,0.5532716419063812,0.4137774835360117,548,232,116,69,0.10823424932897678,0.3042789335080686,210,3742,0.1416467121016762,0.006393460641787331,0.43821839080459773,0.5142857142857142,0.17422434367541764,0.5800865800865801,0.5379639611889727,0.6340563991323211,0.5294117647058822,0.1041888658547599,0.014038595224755519,0.01999969505026815,0.005708651188310699,0.000124963448853296,0.0011728580496987663,0.0009141337360773934,0.0013842581032185884,0.0011551903629451765,0.009835568474438693,0.30957165554199245,0.30627079470858165,2,4,210,3742,0.02053486264240965,0.13911852979546055,0.001965534730273865,0.7762669468627927,0.0,0.0,1,0.0,36,36,30,0.4060736825836798,2.3782574660633484,0.16242947303347194
5144,9,59,0.904761904761898,248,0.02580493767563545,1,0.46995607887113355,1.1263335130077015e-05,0.0004228971249775416,0.0,0.5203781336733446,0.5200529635178925,3789,705,718,293,0.0912973650798504,0.29956484890486323,188,3760,0.4913710073039599,0.0939011691474653,0.4008620689655173,0.4809523809523808,0.18735083532219568,0.6926406926406926,0.576466964423225,0.632537960954447,0.4570135746606334,0.1675121702688664,0.0328165312728115,0.022377461562171273,0.0029815852023616853,0.00010365299732456297,0.00042283003221148805,0.00042513354535884414,0.00042066069458880986,0.0004228803323028629,0.06303641617811966,0.49892520706218685,0.5091249863976305,0,4,188,3760,0.020206140566353357,0.13796190898272914,0.0012856773710831493,0.7657179517418953,0.0,0.0,1,0.0,36,36,30,0.24465043549782126,3.2450695980392843,0.09786017419912851
524,9,59,0.904761904761898,247,0.0017518666479868536,0,0.10653209980375664,3.6540156188614755e-05,0.0009462639284854691,0.5769230769230769,0.5485514105957281,0.2223332258963727,409,45,451,293,0.5268721172799533,0.0720382514505879,1115,4127,0.3593328756342201,0.022059949901944334,0.4446040868454662,0.4571428571428572,0.09785202863961813,0.4675324675324675,0.001001078084090559,0.5535791757049893,0.6606334841628958,0.07910834778012703,0.008742793103254487,0.02454643983574124,0.013664965559197727,6.310852160933296e-05,0.0009904568292751431,0.0006534338186633389,0.0012390954164493418,0.0009576535023200572,0.006256664574949018,0.2732417816043303,0.2657742435318282,2,4,1115,4127,0.008725504472070243,0.0890271500885928,0.002033009152602282,0.009679031850371778,0.0,0.0,1,0.0,55,55,27,0.5494473877307565,1.5512473303480119,0.2197789550923026
2884,9,27,0.5238095238095184,214,0.000868933272090603,0,0.06578824408933744,1.1384392719431107e-05,0.00037162402665862125,0.0,0.5495173515187812,0.3729180459249451,2219,705,718,185,0.8129950090622095,0.7277343340397093,3031,690,0.6690550125805237,0.0979451698185247,0.28544061302681994,0.3142857142857143,0.06801909307875895,0.5454545454545454,0.5456645618358231,0.42104121475054235,0.7194570135746607,0.06623913099503494,0.006497157599737122,0.02793676090522009,0.023475054870633182,3.160131471117766e-05,0.0003715569304510582,0.00037386056175663925,0.00036938748155266075,0.0003716072331225658,0.008456613999495382,0.3002545152737388,0.300413358112032,4,5,3031,690,0.002118395498250837,0.04154268830242321,0.00032134390934356017,0.6127967551082902,0.0,0.0,1,0.0,30,30,75,0.6101861724302233,1.186816214918166,0.24407446897208934
2053,9,27,0.5238095238095184,288,0.0012835704928153614,1,0.02382954864031399,1.607237496910031e-05,0.0005126292844817943,0.0,0.5235979367501884,0.35728596815220043,1548,705,718,293,0.8358149423518634,0.7625283626490932,3846,1673,0.5846473577179047,0.1275683931019721,0.44093231162196683,0.419047619047619,0.1026252983293556,0.42424242424242425,0.3708609271523179,0.5559652928416488,0.6425339366515836,0.12968606007273326,0.020667985307126185,0.1854563673278896,0.3201322620685325,4.581517199245836e-05,0.0005125621977386665,0.000514865504099364,0.0005103930548576937,0.0005126124933145961,0.01958224074003708,0.3713910275246204,0.3818441844980528,5,4,3846,1673,0.008949960187217956,0.09022523707893669,0.0019041736470175562,0.6330424391188592,0.0,0.0,1,0.0,30,30,75,0.6230672191390063,0.3225394568758799,0.24922688765560252
551,8,29,0.904761904761898,233,0.6201484762228482,1,0.509251471825063,0.0002901614564761851,0.004292532941906309,0.7596153846153846,0.5768856776719538,0.7071239416007526,426,65,472,29,0.5478448148089138,0.15487498450032483,1156,4028,0.29173232912411384,0.02664007497353365,0.5675287356321841,0.6428571428571428,0.15632458233890215,0.5281385281385281,7.700600646850446e-05,0.6644251626898049,0.5429864253393666,0.8552191233513669,0.7356228246976285,0.477560049224905,0.05997956537325109,0.0016047077966356241,0.004630246438609167,0.0025844846561740506,0.006000588870732992,0.004381633013313303,0.0010873126554137172,0.17243571686886244,0.2856645045373032,0,3,1156,4028,0.028355338624586102,0.1643208675167124,0.00848700280783621,0.011963611957951314,0.0,0.0,1,0.0,18,17,11,0.34748092894317345,0.74423302669568,0.13899237157726937
5242,9,59,0.952380952380949,285,0.003454318295433215,0,0.1658723483786562,4.712360813873159e-05,0.0011822474736346102,0.0,0.564489435826105,0.2460887138924701,3868,705,718,23,0.4208690068143733,0.613274564658153,829,352,0.41211091699211055,0.045448076778452036,0.4875478927203066,0.5333333333333333,0.12649164677804295,0.6839826839826839,0.060526721084244575,0.6028199566160521,0.5565610859728505,0.09350356501862969,0.011633800667879142,0.02163212250942271,0.008044689485354018,0.00013734947481161197,0.0011821804318370263,0.0011844821950708375,0.0011800127421985561,0.0011822306937168496,0.006547410453318479,0.28138243275470165,0.309618400643632,2,3,829,352,0.014732879413871292,0.11710435113930696,0.00338545899951956,0.4092397020511532,0.0,0.0,1,0.0,45,46,41,0.4672621859569279,2.0125041850038423,0.18690487438277117
461,9,15,0.857142857142847,286,0.11316963667242802,1,0.5260256050836369,4.3425267759297e-06,0.00016475190600327472,0.0846153846153846,0.5348672475191418,0.544444057284226,362,705,718,293,0.4746964534744812,0.39150873643976575,960,3299,0.8536231102081167,0.08564655995279444,0.10870051085568327,0.22857142857142856,0.04773269689737469,0.9731601731601731,0.8459879870629908,0.2741865509761389,0.7737556561085972,0.3494050306756889,0.12983699112018096,0.08108298517620886,0.009805969984846776,8.744709526238274e-05,0.0001648803710125847,0.00015809910082950027,0.00017140474094670997,0.00016478403454579148,0.007294565730104164,0.28909866620969493,0.2785558074980762,0,6,960,3299,0.00042628007298036146,0.016358993215718654,3.610127699787096e-05,0.5972961407471875,0.0,0.0,1,0.0,28,27,21,0.2877256704480635,1.8264788087876684,0.11509026817922541
2000,9,27,0.4761904761904674,288,0.0011372279443242702,1,0.08690776562938042,4.24819448570214e-05,0.0009474929573645119,0.17115384615384613,0.5686429817952334,0.3981040280149134,1504,705,718,293,0.7819137141664607,0.7791953461709104,1785,2198,0.5318693163600143,0.03022833374792463,0.2894316730523628,0.32380952380952377,0.06443914081145584,0.6233766233766234,0.08362852302479594,0.41127982646420835,0.7285067873303164,0.06763753104441851,0.006725680133604742,0.022697562956736913,0.015144320789710635,7.956494286228392e-05,0.000951326130249797,0.0008620827591041666,0.00103290353781441,0.0009484537523443237,0.0013197925956229685,0.18683810128833242,0.1705842337857505,4,5,1785,2198,0.0019074679890760224,0.039193845180160246,0.0003387686929876999,0.33160609090429255,0.0,0.0,1,0.0,51,51,49,0.6650360159507438,1.4744860375904876,0.26601440638029755
5435,9,64,0.952380952380949,273,0.010766116412180228,1,0.7522661433510887,1.6287958699269028e-05,0.0005356131923563251,0.10769230769230768,0.5525761644417828,0.46430189205198785,4025,705,718,52,0.456158880007459,0.3308852837289221,897,3628,0.5256674313590872,0.10378194040298272,0.47605363984674337,0.4476190476190476,0.12649164677804295,0.47619047619047616,0.337748344370861,0.5973969631236443,0.5837104072398192,0.07743648517617129,0.008432975959010177,0.0029782571963983696,0.0001502967154909919,9.266957816301085e-05,0.0005364444203736394,0.0005057668801001364,0.0005654596381673932,0.0005358212150466492,0.028053032890259563,0.40647521847858376,0.418699752004881,2,3,897,3628,0.013907362021621388,0.11364059373769601,0.0028377053968884937,0.637313530570331,0.0,0.0,1,0.0,41,41,84,0.21473844375088644,10.001361126068801,0.08589537750035459
3516,9,27,0.5238095238095184,106,0.0017982084550090325,0,0.10840108401084009,4.4819016488841893e-05,0.001039021794032998,0.0,0.570285081364424,0.5645736785253841,2649,705,718,293,0.807021152846261,0.7445691965949712,2685,1127,0.74260936869152,0.36936035311608745,0.43726053639846746,0.4095238095238095,0.10978520286396182,0.4069264069264069,0.02048359772062221,0.5390455531453363,0.6063348416289593,0.07962496801064768,0.00883962063281281,0.0244277180020614,0.013390727555630972,0.00010481125866199717,0.0010389547426219415,0.0010412568359175708,0.0010367867421471643,0.0010390050117090777,0.004271532380814566,0.25245120961895817,0.24333310080675005,2,4,2685,1127,0.0074745787260439185,0.08204843950614849,0.0018177034200915778,0.21357215879589203,0.0,0.0,1,0.0,51,51,49,0.5619728453500886,1.5668394678113062,0.22478913814003545
608,8,40,1.0,286,0.0027494350202011257,3,0.14297729184188393,0.0001555659989711715,0.002511110583784481,0.10576923076923075,0.5686043441583115,0.6206662253040176,469,131,534,101,0.6354294924235148,0.0955770160497374,1314,4111,0.20862707011168977,0.006797629309098061,0.3959131545338443,0.44285714285714284,0.116945107398568,0.8251082251082251,0.561065763129524,0.552060737527115,0.6063348416289593,0.08851667672080808,0.010586960815699941,0.022644612522418943,0.009664431863453718,0.00026874924253366984,0.0025148980972001748,0.002373180639619708,0.002649041145151703,0.0025120584384473103,0.0008761571930121005,0.16839012129592637,0.15663653980812026,2,4,1314,4111,0.008585600970913685,0.088272593204842,0.001188842366235112,0.7305667286425601,0.0,0.0,1,0.0,2,2,8,0.585048708267332,1.839558231651339,0.2340194833069328
4395,9,27,0.6190476190476204,106,0.00034697818247237733,0,0.03784693019343987,3.0010180555141987e-06,0.00014831061497208372,0.0,0.5276226905962431,0.5095822154082024,3173,705,718,293,0.8072922783985028,0.7443157376371066,2702,1115,0.7746110952963043,0.245489150242102,0.3489782886334611,0.33333333333333326,0.07279236276849642,0.36363636363636365,0.34313876482365624,0.46030368763557494,0.7149321266968327,0.048514642625363494,0.003928057278488378,0.026617360943859886,0.03444631446995328,8.2904494211769e-06,0.00014824350377546746,0.00015054764970406082,0.00014607357022992842,0.00014829381768441226,0.06227345260647915,0.4973955642003765,0.5260830644393795,5,5,2702,1115,0.0032264050585172213,0.0523211512211274,0.0006566138106094344,0.5495844835981685,0.0,0.0,1,0.0,51,51,49,0.5672422472254035,0.9809583804699894,0.2268968988901614
466,9,15,0.5714285714285694,120,0.06487519078190239,1,0.6326511540977477,4.827900481630576e-06,0.00022712711321439108,0.14423076923076922,0.5598207213646815,0.49596675842363847,367,705,718,293,0.8078546087571373,0.3879699966935188,2726,3312,0.6052996347709922,0.18379217984392082,0.39958492975734355,0.4666666666666667,0.16467780429594273,0.8571428571428572,0.83058678576929,0.6056399132321042,0.5022624434389138,0.2363419679144116,0.06201320903556769,0.03188777104328417,0.003153834897117264,7.470896298709942e-05,0.00022780367915587653,0.0002095327680299032,0.0002447215371292303,0.0002272965784365689,0.14391527389979997,0.61361923277424,0.6609871467881752,0,4,2726,3312,0.015181300826075026,0.11894529367476016,0.0012566005411381125,0.8311480937432048,0.0,0.0,1,0.0,71,76,3,0.19629384115463056,3.160199483394483,0.07851753646185222
1520,9,21,0.7142857142857082,85,0.0003250268001987137,0,0.03691243808989814,1.362517039977075e-05,0.00033645322367952706,0.2846153846153846,0.5606256721338922,0.46965922157566464,1130,705,718,255,0.44571597140223634,0.5308611328628849,873,101,0.6906375723837502,0.008039667709894076,0.05172413793103453,0.13333333333333333,0.021479713603818614,0.44155844155844154,0.31926690281841985,0.1483731019522777,0.8642533936651584,0.04702280108467194,0.0037395103235639453,0.025868556343689078,0.03411648749725273,2.5595326369451665e-05,0.0003363861251112593,0.0003386898374675235,0.0003342165998832361,0.0003364364295526099,0.0005601621216670021,0.15020687946952868,0.1286520383631689,5,6,873,101,9.403209064915666e-05,0.005964349300130239,1.2291592710613103e-05,0.3375287292776467,0.0,0.0,1,0.0,76,74,68,0.8732353210278039,0.9856636196452421,0.34929412841112156
136,9,21,0.7619047619047592,109,5.4293085490194856e-05,0,0.017848799177646944,5.400630388672522e-06,0.00021554213885941511,0.2415384615384615,0.5297799586577285,0.5932698003414754,111,705,718,293,0.46891710460414543,0.5079052123771681,939,10,0.6482166789774083,0.07223607407107444,0.3025223499361431,0.3142857142857143,0.0441527446300716,0.4510822510822511,0.35857076851994457,0.37180043383947947,0.7420814479638009,0.01786907955829612,0.0009178644226563179,0.011936390164181724,0.02596273146743321,5.751650318970182e-06,0.00021547503217545614,0.0002177790231698291,0.00021330524453949605,0.0002155253427012184,0.013115854698913692,0.3355714583473541,0.34084108137174846,3,5,939,10,0.0012460575816015832,0.030843424212634446,0.0003880282139149059,0.5375918838805112,0.0,0.0,1,0.0,45,46,41,0.6171632628376903,1.128944188676837,0.24686530513507612
147,9,21,0.7619047619047592,109,0.00023722127110405896,0,0.03270722362396038,7.375624972228504e-06,0.00016525753502672982,0.0923076923076923,0.502926800996851,0.2968430955782431,116,705,718,293,0.948104277707387,0.4243507844104432,4045,3202,0.8926949857139579,0.04572315328500934,0.06273946360153254,0.047619047619047616,0.02267303102625298,0.4432900432900433,0.4267672878484522,0.16268980477223433,0.8416289592760178,0.04030001526151138,0.002943189484918058,0.022508162444237166,0.03248348925985558,1.4001291375321623e-05,0.00016519042496761035,0.00016749453184223474,0.00016302052820121635,0.00016524073802376288,0.002220279206174524,0.2137063873906546,0.20134068322563778,5,6,4045,3202,0.00011349411918109816,0.006828304593761984,1.0632953696849867e-05,0.1925532711459333,0.0,0.0,1,0.0,3,4,83,0.7994741883174484,1.009999999899,0.3197896753269794
465,9,15,0.5714285714285694,103,0.010688649984136468,1,0.44271563405289227,9.243066494640595e-06,0.0003582336968497131,0.7230769230769231,0.5414678438266716,0.5840926513118924,366,705,718,293,0.8193446143125551,0.35555677161865434,3325,3445,0.6831953103826376,0.22889691717622826,0.4123563218390805,0.4476190476190476,0.10859188544152745,0.7099567099567099,0.3916525488988141,0.5325379609544469,0.6334841628959273,0.105046287019032,0.014241122715339215,0.009930068959485712,0.001377194062364075,4.043875305545652e-05,0.0003861253475393383,0.00021175386283031074,0.0005047141863302122,0.00036555429545371426,0.03185767353291708,0.40817960092182176,0.43901597809030374,2,4,3325,3445,0.006974044000987795,0.07909392868366488,0.0014252588135378898,0.6647701322587785,0.0,0.0,1,0.0,71,76,3,0.2723830931792991,4.621726628947718,0.10895323727171964
1415,9,21,0.7142857142857082,77,0.0007299078510240662,0,0.0581254088402953,1.1356850488561902e-05,0.0003800606548040775,0.1746153846153846,0.5294579783500444,0.5522840517091188,1053,705,718,293,0.5133134201455529,0.5106940006939998,1072,25,0.4859753673531533,0.03797878063877913,0.33349297573435505,0.3380952380952381,0.07398568019093078,0.48484848484848486,0.629909132912367,0.4577006507592192,0.6651583710407238,0.0632709220054333,0.006024620166203797,0.02876409237950903,0.026722139252954694,2.964790752448006e-05,0.00037999355916279074,0.0003822971710262658,0.0003778241285740311,0.00038004386140975553,0.011980041211212527,0.3279616337405633,0.33213001068528375,5,5,1072,25,0.0031378075635536654,0.05153496031316976,0.0005567088281309556,0.5585698629086697,0.0,0.0,1,0.0,85,85,82,0.6091148297474617,1.1128976442214964,0.24364593189898467
1288,3,46,0.6666666666666572,62,0.6976716607849971,1,0.7711428838426314,0.9999999999999998,0.7796528006129043,0.5269230769230769,0.3790480974183621,0.46187367155650016,957,78,485,2,0.5585047573468161,0.20599703904378208,1179,3946,0.2179298976130805,0.03054043422171571,0.95801404853129,0.8761904761904761,0.18615751789976132,0.3116883116883117,0.0,0.8132321041214752,0.6018099547511313,0.738266806998172,0.5516281979545066,0.2383167702324097,0.019869605096758624,0.45223409654951874,0.7796527858229465,0.7796532936103592,0.7796523076132433,0.77965279691112,1.491558714513613e-07,0.015450156114057569,0.3392300613077343,0,0,1179,3946,0.1376997814812302,0.3679763601138761,0.6249767493725029,0.053952547131783934,0.0,0.0,0,0.0,18,17,11,0.18995134720227136,1.289103742186585,0.07598053888090855
1541,9,21,0.7142857142857082,205,0.0008884456118894152,0,0.06681618540323334,3.631519626162552e-05,0.0008449467607266712,0.05,0.565207451912241,0.6445346527753579,1145,705,718,293,0.5062659078551512,0.45681928919235654,1046,3078,0.5850814896679696,0.06523999051260838,0.3282247765006386,0.319047619047619,0.07637231503579951,0.4502164502164502,0.22146927460341906,0.4494577006507593,0.683257918552036,0.06662823775462848,0.006560364752195465,0.027836877577380358,0.0230950249130579,7.213043148231524e-05,0.0008448796962890751,0.0008471822368282334,0.0008427112746219054,0.0008449299751423332,0.002456346677862289,0.21928342730130715,0.2077247867248657,4,5,1046,3078,0.002872867013293822,0.04911582113974911,0.0005167936444504338,0.5418577112681278,0.0,0.0,1,0.0,85,85,82,0.6788731288782787,1.1964649149696887,0.2715492515513115
433,9,15,0.8095238095238102,275,0.027355468684450737,1,0.3861788617886179,1.073583244023688e-05,0.0003453518605778521,0.13653846153846153,0.5490343810572547,0.2087572737726053,335,705,718,293,0.017486838055856643,0.17789385309098632,30,3987,0.7127162829870509,0.09288474554700019,0.20897190293742024,0.28095238095238095,0.062052505966587096,0.7082251082251082,0.8074849838287386,0.36767895878524953,0.7285067873303164,0.1919785755392155,0.04214646005892908,0.03517389162733493,0.005746552349211482,9.505926280478823e-05,0.00034624921388843124,0.00032042097678949155,0.0003702828559257631,0.00034557657560990783,0.0054950677046692945,0.2688795667918758,0.2517135776463618,0,5,30,3987,0.0011916681680730556,0.03006833133180964,0.0001315398065376124,0.649922804746099,0.0,0.0,1,0.0,63,63,58,0.3383814664287697,2.3706442813998647,0.1353525865715079
